Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956572.724007,0,1,1,23.459296875,217734,43.579154899241246,1005.1663066863474,67.52070439192754
1707956573.7379892,0,1,1,23.4596875,217590,43.5672487172776,1005.1618185436912,67.55831445311811
1707956574.7521763,0,1,1,23.4606640625,218022,43.573334921865815,1005.1600208032029,67.57337932652779
1707956575.7651825,0,1,1,23.46125,217590,43.585352588108115,1005.1661376328519,67.52212103612767
1707956576.7782385,0,1,1,23.4622265625,217590,43.55558752310974,1005.1660530993627,67.5228294147919
1707956577.791212,0,1,1,23.4633984375,217878,43.54974610408834,1005.1337432287062,67.79358508611438
1707956578.8042252,0,1,1,23.4633984375,217878,43.54974610408834,1005.125177164311,67.86536961059643
1707956579.8172538,0,1,1,23.4641796875,218022,43.561784306866905,1005.1196271947604,67.91187920612687
1707956580.8302531,0,1,1,23.46515625,218456,43.55592047112222,1005.11954257865,67.91258830371162
1707956581.8431373,0,1,1,23.4653515625,219037,43.555942668018034,1005.1147286464793,67.95292996433338
1707956582.8561656,0,1,1,23.4653515625,218311,43.54996804686173,1005.1130154293804,67.96728708487741
1707956583.8692436,0,1,1,23.4657421875,218456,43.555987061945295,1005.1170933010898,67.93311369261875
1707956584.8822274,0,1,1,23.46515625,218456,43.55592047112222,1005.1332483171933,67.79773248338478
1707956585.895441,0,0,0,23.464375,218167,43.55583168399099,1005.1507907990988,67.65072611928514
1707956586.9065437,0,0,0,23.4659375,218167,43.561984100257725,1005.1551098586835,67.61453262861806
1707956587.9176495,0,0,0,23.46671875,217303,43.58597443105356,1005.1598392273597,67.57490091392538
1707956588.9287171,0,0,0,23.4673046875,217878,43.60994602679085,1005.1728089997273,67.46621607899536
1707956589.939783,0,0,0,23.467890625,218746,43.63392108695639,1005.1737862062527,67.45802727426377
1707956590.9509032,0,0,0,23.468671875,218601,43.63401000291653,1005.1750891486938,67.4471088745729
1707956591.9639242,0,1,1,23.469453125,218601,43.63409891960099,1005.1815317866417,67.39312101255184
1707956592.9769652,0,1,1,23.4692578125,218746,43.63407669036197,1005.1777795868782,67.42456357152277
1707956593.9899676,0,1,1,23.4712109375,219037,43.62832152375911,1005.1793237148413,67.41162412778861
1707956595.002938,0,1,1,23.4712109375,219037,43.610390417939215,1005.1793237148413,67.41162412778861
1707956596.015904,0,1,1,23.47140625,219622,43.61041263797174,1005.171083267895,67.48067739909996
1707956597.0289707,0,1,1,23.4723828125,219329,43.610523738813114,1005.1624325030645,67.55316954410041
1707956598.0419087,0,1,1,23.4739453125,219768,43.59874842873936,1005.127347032477,67.84718583931169
1707956599.0550015,0,1,1,23.475703125,219475,43.59297213358728,1005.1045798361476,68.03797942392326
1707956600.0679107,0,1,1,23.477265625,219915,43.59912610410438,1005.0866265575594,68.18843389846319
1707956601.080975,0,1,1,23.4784375,219622,43.62914396315108,1005.0800145394446,68.24384536828755
1707956602.0939386,0,1,1,23.4798046875,219329,43.62332221235658,1005.0737281930104,68.2965278472912
1707956603.1069264,0,1,1,23.4813671875,220209,43.64143278825985,1005.0711940240435,68.3177654260853
1707956604.1199906,0,1,1,23.48234375,219622,43.617633992055985,1005.065969481397,68.36154979261455
1707956605.1330426,0,1,1,23.482734375,219622,43.60572472527206,1005.088893263426,68.16943802574531
1707956606.1460617,0,1,1,23.4848828125,220209,43.61194592948582,1005.0770566055345,68.26863418382514
1707956607.1590714,0,1,1,23.4868359375,220356,43.57631054031219,1005.0700339716427,68.32748724860494
1707956608.172024,0,1,1,23.487421875,219915,43.558451208401976,1005.0675845158153,68.34801495013639
1707956609.185056,0,1,1,23.489765625,220356,43.54676800268746,1005.0646397479105,68.37269367563472
1707956610.1980462,0,0,0,23.491328125,219915,43.52902267468692,1005.0638187323967,68.37957423392655
1707956611.2110002,0,0,0,23.492890625,219915,43.51127914948483,1005.069850848815,68.3290219108239
1707956612.2239954,0,0,0,23.49328125,220504,43.499377203239746,1005.1013414360975,68.06511813776079
1707956613.237031,0,0,0,23.494453125,220209,43.49951027938825,1005.1135754180984,67.96259425915977
1707956614.2499728,0,0,0,23.49484375,220209,43.49358178131515,1005.1227933065041,67.88534667893602
1707956615.262959,0,0,0,23.49484375,220504,43.4637206886705,1005.1330730789225,67.79920099423057
1707956616.2759573,0,0,0,23.4950390625,220800,43.48165887799347,1005.1368253845645,67.7677564156242
1707956617.2890286,0,0,0,23.4954296875,221245,43.46975898416218,1005.1306236235207,67.81972764974579
1707956618.3019848,0,0,0,23.4954296875,221096,43.46378718413175,1005.1340502179205,67.79101249326128
1707956619.3148687,0,1,1,23.4950390625,220948,43.45179990200522,1005.1333987918925,67.79647149343664
1707956620.327854,0,1,1,23.4950390625,221393,43.45179990200522,1005.1453918679977,67.69596905318426
1707956621.3408515,0,1,1,23.4940625,222140,43.4636320286871,1005.1454765791369,67.69525917402184
1707956622.3536863,0,0,0,23.4938671875,221691,43.451666941027284,1005.1485774499436,67.66927391683474
1707956623.3665323,0,0,0,23.492890625,221841,43.445585011457716,1005.1486621510795,67.66856412332326
1707956624.3793728,0,0,0,23.492890625,221691,43.43961409433688,1005.1418089859452,67.72599364124416
1707956625.3923001,0,1,1,23.4923046875,221691,43.43357693263515,1005.140831836905,67.73418217518338
1707956626.405329,0,1,1,23.4925,222290,43.445540696776554,1005.1445841334607,67.70273786925436
1707956627.418243,0,1,1,23.4919140625,221691,43.439503320054584,1005.1470335588476,67.68221169610207
1707956628.4312027,0,0,0,23.4919140625,222140,43.439503320054584,1005.1470335588476,67.68221169610207
1707956629.4442189,0,0,0,23.4923046875,222290,43.439547629632216,1005.1374052581322,67.76289704384178
1707956630.4572272,0,0,0,23.4909375,222140,43.42745139961103,1005.1402651093065,67.73893136990249
1707956631.470184,0,0,0,23.4903515625,222590,43.42738495075818,1005.1392879595419,67.7471199200978
1707956632.4831111,0,0,0,23.4909375,222590,43.40954127523742,1005.1419783952183,67.7245739878581
1707956633.4960454,0,0,0,23.4903515625,222590,43.40350523967507,1005.1358613912121,67.77583473695125
1707956634.5090663,0,0,0,23.4899609375,222741,43.403460959997986,1005.1386365265107,67.75257895592537
1707956635.5213683,0,0,0,23.489765625,222892,43.391500256433886,1005.1485905078532,67.66916449185874
1707956636.5342739,0,0,0,23.489375,222741,43.39145598669395,1005.1513656332212,67.64590903250985
1707956637.5472014,0,0,0,23.4887890625,222741,43.37945189429564,1005.150388471382,67.65409761066489
1707956638.5601788,0,0,0,23.487421875,222892,43.385265707114115,1005.1412553205734,67.73063337042329
1707956639.5725286,0,0,0,23.48703125,223194,43.38522144328897,1005.1354640577514,67.77916441669008
1707956640.5858102,0,0,0,23.48546875,222892,43.36713893879324,1005.141424682577,67.72921411252375
1707956641.598752,0,0,0,23.4848828125,222892,43.361104515560996,1005.1455873360219,67.69433103164315
1707956642.611675,0,0,0,23.484296875,222892,43.361038150648604,1005.1411836374537,67.73123407684758
1707956643.6247146,0,0,0,23.4829296875,222741,43.372819566632074,1005.140616867379,67.73598362617425
1707956644.637634,0,0,0,23.481953125,222590,43.36674070946546,1005.13556174509,67.77834579046528
1707956645.6506271,0,0,0,23.480390625,222140,43.37253193129377,1005.1432355462741,67.71403904078446
1707956646.663581,0,0,0,23.48,221841,43.40233188914455,1005.1391575891125,67.74821242947495
1707956647.676596,0,0,0,23.48,222892,43.42024096892436,1005.1374443321008,67.76256960195681
1707956648.6896036,0,0,0,23.4784375,223043,43.4320042246595,1005.1331253220301,67.7987631927493
1707956649.7025673,0,0,0,23.4782421875,223648,43.43795259848756,1005.1396526121046,67.74406411774319
1707956650.7155163,0,0,0,23.4778515625,223345,43.43790829540438,1005.1390011699064,67.74952322878787
1707956651.7285137,0,0,0,23.4762890625,223497,43.42579030003351,1005.138108649477,67.75700258946752
